Type of Event,Event Details,Event Date,Apply Closing Date,Link,Closing Date for Apply,Closing Time for Apply,Event Start Date,Event End Date,location,latitude,longitude
"Gandhi Shilp Bazar National, States, District",GSB (State) at Kullu,27/02/2026 to 08/03/2026,2025-11-10 23:45:00,https://indian.handicrafts.gov.in/en/events/events-apply/NTgx,2025-11-10,23:45:00,2026-02-27,2026-03-08,Kullu,31.9591246,77.1091991
"Gandhi Shilp Bazar National, States, District",GSB (State) at Udaipur,15/02/2026 to 24/02/2026,2025-10-31 23:45:00,https://indian.handicrafts.gov.in/en/events/events-apply/NTc3,2025-10-31,23:45:00,2026-02-15,2026-02-24,Udaipur,24.585445,73.712479
"Gandhi Shilp Bazar National, States, District",GSB (District) at Bareilly UH,01/02/2026 to 07/02/2026,2025-10-31 23:45:00,https://indian.handicrafts.gov.in/en/events/events-apply/NTc5,2025-10-31,23:45:00,2026-02-01,2026-02-07,Bareilly UH,28.3670355,79.4304381
"Gandhi Shilp Bazar National, States, District",GSB (District) at Shimla,10/02/2026 to 16/02/2026,2025-10-31 23:45:00,https://indian.handicrafts.gov.in/en/events/events-apply/NTgw,2025-10-31,23:45:00,2026-02-10,2026-02-16,Shimla,31.104963,77.1639874
"Gandhi Shilp Bazar National, States, District",GSB (District) at Puri UH,06/02/2026 to 12/02/2026,2025-10-31 23:30:00,https://indian.handicrafts.gov.in/en/events/events-apply/NTc4,2025-10-31,23:30:00,2026-02-06,2026-02-12,Puri UH,19.8134554,85.8312359
"Gandhi Shilp Bazar National, States, District",GSB (State) at Bokaro,25/01/2026 to 03/02/2026,2025-10-10 23:45:00,https://indian.handicrafts.gov.in/en/events/events-apply/NTYx,2025-10-10,23:45:00,2026-01-25,2026-02-03,Bokaro,23.6692956,86.15111200000001
"Gandhi Shilp Bazar National, States, District",GSB (State) at Cuttack,26/01/2026 to 04/02/2026,2025-10-10 23:45:00,https://indian.handicrafts.gov.in/en/events/events-apply/NDQy,2025-10-10,23:45:00,2026-01-26,2026-02-04,Cuttack,20.462521,85.8829895
"Gandhi Shilp Bazar National, States, District",GSB (District) at Purnia,15/11/2025 to 21/11/2025,2025-10-10 23:45:00,https://indian.handicrafts.gov.in/en/events/events-apply/NTg2,2025-10-10,23:45:00,2025-11-15,2025-11-21,Purnia,25.7771391,87.4752551
"Gandhi Shilp Bazar National, States, District",GSB (District) at Gangtok,18/01/2026 to 24/01/2026,2025-10-10 23:45:00,https://indian.handicrafts.gov.in/en/events/events-apply/NTYw,2025-10-10,23:45:00,2026-01-18,2026-01-24,Gangtok,27.3313512,88.6138113
"Gandhi Shilp Bazar National, States, District",GSB (District) at Jammu UH,15/01/2026 to 21/01/2026,2025-10-10 23:45:00,https://indian.handicrafts.gov.in/en/events/events-apply/NTU5,2025-10-10,23:45:00,2026-01-15,2026-01-21,Jammu UH,32.7266016,74.8570259
"Gandhi Shilp Bazar National, States, District",GSB (National) at Bengaluru,19/12/2025 to 28/12/2025,2025-09-30 23:45:00,https://indian.handicrafts.gov.in/en/events/events-apply/NTcz,2025-09-30,23:45:00,2025-12-19,2025-12-28,Bengaluru,12.9628669,77.57750899999999
"Gandhi Shilp Bazar National, States, District",GSB (District) at Karnal UH,09/01/2026 to 15/01/2026,2025-09-30 23:45:00,https://indian.handicrafts.gov.in/en/events/events-apply/NTU4,2025-09-30,23:45:00,2026-01-09,2026-01-15,Karnal UH,29.6856929,76.9904825
"Gandhi Shilp Bazar National, States, District",GSB (State) at Nadia,02/01/2026 to 11/01/2026,2025-09-30 23:45:00,https://indian.handicrafts.gov.in/en/events/events-apply/NTU0,2025-09-30,23:45:00,2026-01-02,2026-01-11,Nadia,23.4709656,88.55653099999999
"Gandhi Shilp Bazar National, States, District",GSB (District) at Bhubaneshwar UH,01/01/2026 to 07/01/2026,2025-09-30 23:45:00,https://indian.handicrafts.gov.in/en/events/events-apply/NTUz,2025-09-30,23:45:00,2026-01-01,2026-01-07,Bhubaneshwar UH,20.2959847,85.8246101
"Gandhi Shilp Bazar National, States, District",GSB (District) at Mokokchung,11/11/2025 to 17/11/2025,2025-09-30 23:45:00,https://indian.handicrafts.gov.in/en/events/events-apply/NTgz,2025-09-30,23:45:00,2025-11-11,2025-11-17,Mokokchung,26.3210313,94.5147156
"Gandhi Shilp Bazar National, States, District",GSB (District) at Ajmer UH,06/01/2026 to 12/01/2026,2025-09-30 23:45:00,https://indian.handicrafts.gov.in/en/events/events-apply/NTU2,2025-09-30,23:45:00,2026-01-06,2026-01-12,Ajmer UH,26.4498954,74.6399163
"Gandhi Shilp Bazar National, States, District",GSB (District) at Kanyakumari UH,05/01/2026 to 11/01/2026,2025-09-30 23:45:00,https://indian.handicrafts.gov.in/en/events/events-apply/NTU1,2025-09-30,23:45:00,2026-01-05,2026-01-11,Kanyakumari UH,8.0843512,77.54950190000001
"Gandhi Shilp Bazar National, States, District",GSB (District) at Tirupati UH,09/01/2026 to 15/01/2026,2025-09-30 23:45:00,https://indian.handicrafts.gov.in/en/events/events-apply/NTU3,2025-09-30,23:45:00,2026-01-09,2026-01-15,Tirupati UH,13.6287557,79.4191795
"Gandhi Shilp Bazar National, States, District",GSB (State) at Itanagar,09/10/2025 to 18/10/2025,2025-09-25 23:45:00,https://indian.handicrafts.gov.in/en/events/events-apply/NTg1,2025-09-25,23:45:00,2025-10-09,2025-10-18,Itanagar,27.0843682,93.6053163
"Gandhi Shilp Bazar National, States, District",GSB (National) at Mumbai,05/12/2025 to 14/12/2025,2025-09-20 23:45:00,https://indian.handicrafts.gov.in/en/events/events-apply/NTcx,2025-09-20,23:45:00,2025-12-05,2025-12-14,Mumbai,18.9581934,72.8320729
Dilli Haat,"Master Creations 2 - Padma Awardee, Shilp Guru and National Awardee",01/12/2025 to 15/12/2025,2025-09-20 23:45:00,https://indian.handicrafts.gov.in/en/events/events-apply/NTY3,2025-09-20,23:45:00,2025-12-01,2025-12-15,Delhi,28.7040592,77.10249019999999
"Gandhi Shilp Bazar National, States, District",GSB (District) at Mon,07/12/2025 to 13/12/2025,2025-09-20 23:45:00,https://indian.handicrafts.gov.in/en/events/events-apply/NTQ5,2025-09-20,23:45:00,2025-12-07,2025-12-13,Mon,41.9937012,21.4238337
"Gandhi Shilp Bazar National, States, District",GSB (National) at Patna,22/12/2025 to 31/12/2025,2025-09-15 23:45:00,https://indian.handicrafts.gov.in/en/events/events-apply/NTM4,2025-09-15,23:45:00,2025-12-22,2025-12-31,Patna,25.5940947,85.1375645
"Gandhi Shilp Bazar National, States, District",GSB (District) at Deoghar,21/12/2025 to 27/12/2025,2025-09-15 23:45:00,https://indian.handicrafts.gov.in/en/events/events-apply/NTQw,2025-09-15,23:45:00,2025-12-21,2025-12-27,Deoghar,24.485179,86.694785
"Gandhi Shilp Bazar National, States, District",GSB (District) at Durgapur UH,23/12/2025 to 29/12/2025,2025-09-15 23:45:00,https://indian.handicrafts.gov.in/en/events/events-apply/NTM5,2025-09-15,23:45:00,2025-12-23,2025-12-29,Durgapur UH,23.5204443,87.3119227
"Gandhi Shilp Bazar National, States, District",GSB (District) at Rampur UH,25/12/2025 to 31/12/2025,2025-09-15 23:45:00,https://indian.handicrafts.gov.in/en/events/events-apply/NTQx,2025-09-15,23:45:00,2025-12-25,2025-12-31,Rampur UH,28.798299,79.02202869999999
"Gandhi Shilp Bazar National, States, District",GSB (State) at Jaisalmer,26/12/2025 to 04/01/2026,2025-09-15 23:45:00,https://indian.handicrafts.gov.in/en/events/events-apply/NTQz,2025-09-15,23:45:00,2025-12-26,2026-01-04,Jaisalmer,26.9157487,70.9083443
"Gandhi Shilp Bazar National, States, District",GSB (District) at Mangaluru UH,24/12/2025 to 30/12/2025,2025-09-15 23:45:00,https://indian.handicrafts.gov.in/en/events/events-apply/NTQy,2025-09-15,23:45:00,2025-12-24,2025-12-30,Mangaluru UH,12.8854777,74.8388112
"Gandhi Shilp Bazar National, States, District",GSB (District) at Agra UH,17/11/2025 to 23/11/2025,2025-09-15 23:45:00,https://indian.handicrafts.gov.in/en/events/events-apply/NTcy,2025-09-15,23:45:00,2025-11-17,2025-11-23,Agra UH,27.1766701,78.00807449999999
"Gandhi Shilp Bazar National, States, District",GSB (District) at Shantiniketan UH,15/12/2025 to 21/12/2025,2025-09-10 23:45:00,https://indian.handicrafts.gov.in/en/events/events-apply/NTMx,2025-09-10,23:45:00,2025-12-15,2025-12-21,Shantiniketan UH,23.6776471,87.6852323
"Gandhi Shilp Bazar National, States, District",GSB (District) at Guntur UH,19/12/2025 to 25/12/2025,2025-09-10 23:45:00,https://indian.handicrafts.gov.in/en/events/events-apply/NTM1,2025-09-10,23:45:00,2025-12-19,2025-12-25,Guntur UH,16.3066525,80.4365402
"Gandhi Shilp Bazar National, States, District",GSB (District) at Gwalior,12/12/2025 to 18/12/2025,2025-09-10 23:45:00,https://indian.handicrafts.gov.in/en/events/events-apply/NTI5,2025-09-10,23:45:00,2025-12-12,2025-12-18,Gwalior,26.2124007,78.1772053
"Gandhi Shilp Bazar National, States, District",GSB (District) at Aurangabad,16/12/2025 to 22/12/2025,2025-09-10 23:45:00,https://indian.handicrafts.gov.in/en/events/events-apply/NTMy,2025-09-10,23:45:00,2025-12-16,2025-12-22,Aurangabad,19.875754,75.3393195
"Gandhi Shilp Bazar National, States, District",GSB (State) at Pune,18/12/2025 to 27/12/2025,2025-09-10 23:45:00,https://indian.handicrafts.gov.in/en/events/events-apply/NTMz,2025-09-10,23:45:00,2025-12-18,2025-12-27,Pune,18.5246091,73.8786239
"Gandhi Shilp Bazar National, States, District",GSB (District) at Rajamundry,15/12/2025 to 21/12/2025,2025-09-10 23:45:00,https://indian.handicrafts.gov.in/en/events/events-apply/NTMw,2025-09-10,23:45:00,2025-12-15,2025-12-21,Rajamundry,17.0005383,81.8040345
"Gandhi Shilp Bazar National, States, District",GSB (State) at Cochin,20/12/2025 to 29/12/2025,2025-09-10 23:45:00,https://indian.handicrafts.gov.in/en/events/events-apply/NTM2,2025-09-10,23:45:00,2025-12-20,2025-12-29,Cochin,9.9312328,76.26730409999999
"Gandhi Shilp Bazar National, States, District",GSB (State) at Kolkata,15/09/2025 to 24/09/2025,2025-09-10 23:45:00,https://indian.handicrafts.gov.in/en/events/events-apply/NTg0,2025-09-10,23:45:00,2025-09-15,2025-09-24,Kolkata,22.5743545,88.3628734
"Gandhi Shilp Bazar National, States, District",GSB (National) at Chennai,19/12/2025 to 28/12/2025,2025-09-10 23:45:00,https://indian.handicrafts.gov.in/en/events/events-apply/NTM0,2025-09-10,23:45:00,2025-12-19,2025-12-28,Chennai,13.0843007,80.2704622
"Gandhi Shilp Bazar National, States, District",GSB (District) at Shantiniketan UH,15/12/2025 to 21/12/2025,2025-09-10 23:45:00,https://indian.handicrafts.gov.in/en/events/events-apply/NTMx,2025-09-10,23:45:00,2025-12-15,2025-12-21,Shantiniketan UH,23.6776471,87.6852323
"Gandhi Shilp Bazar National, States, District",GSB (District) at Bhuj UH,01/12/2025 to 07/12/2025,2025-09-05 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NTIw,2025-09-05,23:45:00,2025-12-01,2025-12-07,Bhuj UH,23.2419997,69.6669324
"Gandhi Shilp Bazar National, States, District",GSB (District) at Agra UH,01/12/2025 to 07/12/2025,2025-09-05 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NTE3,2025-09-05,23:45:00,2025-12-01,2025-12-07,Agra UH,27.1766701,78.00807449999999
"Gandhi Shilp Bazar National, States, District",GSB (District) at Navi Mumbai UH,06/12/2025 to 12/12/2025,2025-09-05 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NTQ3,2025-09-05,23:45:00,2025-12-06,2025-12-12,Navi Mumbai UH,19.0330488,73.0296625
"Gandhi Shilp Bazar National, States, District",GSB (State) at Bhilai,05/12/2025 to 14/12/2025,2025-09-05 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NTY5,2025-09-05,23:45:00,2025-12-05,2025-12-14,Bhilai,21.1938475,81.3509416
"Gandhi Shilp Bazar National, States, District",GSB (District) at Hazaribagh UH,10/12/2025 to 16/12/2025,2025-09-05 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NTIz,2025-09-05,23:45:00,2025-12-10,2025-12-16,Hazaribagh UH,23.9924669,85.3636758
"Gandhi Shilp Bazar National, States, District",GSB (District) at Jodhpur UH,04/12/2025 to 10/12/2025,2025-09-05 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NTIy,2025-09-05,23:45:00,2025-12-04,2025-12-10,Jodhpur UH,26.2389469,73.02430939999999
"Gandhi Shilp Bazar National, States, District",GSB (District) at Imphal UH,08/12/2025 to 14/12/2025,2025-09-05 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NTI4,2025-09-05,23:45:00,2025-12-08,2025-12-14,Imphal UH,24.8107515,93.9386097
"Gandhi Shilp Bazar National, States, District",GSB (District) at Jaipur UH,03/12/2025 to 09/12/2025,2025-09-05 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NTIx,2025-09-05,23:45:00,2025-12-03,2025-12-09,Jaipur UH,26.9124336,75.7872709
"Gandhi Shilp Bazar National, States, District",GSB (District) at Konark UH,01/12/2025 to 07/12/2025,2025-09-05 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NTE5,2025-09-05,23:45:00,2025-12-01,2025-12-07,Konark UH,19.8920686,86.091184
"Gandhi Shilp Bazar National, States, District",GSB (District) at Pudducherry,05/12/2025 to 11/12/2025,2025-09-05 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NTUy,2025-09-05,23:45:00,2025-12-05,2025-12-11,Pudducherry,11.9415915,79.8083133
"Gandhi Shilp Bazar National, States, District",GSB (State) at Ujjain,05/12/2025 to 14/12/2025,2025-09-05 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NTQ0,2025-09-05,23:45:00,2025-12-05,2025-12-14,Ujjain,23.1764665,75.7885163
"Gandhi Shilp Bazar National, States, District",GSB (District) at Kohima,02/12/2025 to 08/12/2025,2025-09-05 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NTI3,2025-09-05,23:45:00,2025-12-02,2025-12-08,Kohima,25.6742421,94.1085937
"Gandhi Shilp Bazar National, States, District",GSB (District) at Kolhapur,21/11/2025 to 27/11/2025,2025-08-31 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NTE1,2025-08-31,23:45:00,2025-11-21,2025-11-27,Kolhapur,16.706369,74.2481772
"Gandhi Shilp Bazar National, States, District",Gandhi Shilp Bazaar,20/09/2025 to 29/09/2025,2025-08-31 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NTc2,2025-08-31,23:45:00,2025-09-20,2025-09-29,,18.7874192,100.7762883
"Gandhi Shilp Bazar National, States, District",GSB (District) at Varanasi UH,14/10/2025 to 20/10/2025,2025-08-31 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NTE4,2025-08-31,23:45:00,2025-10-14,2025-10-20,Varanasi UH,25.3176452,82.9739144
"Gandhi Shilp Bazar National, States, District",GSB (State) at Nashik,20/11/2025 to 29/11/2025,2025-08-31 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NTEy,2025-08-31,23:45:00,2025-11-20,2025-11-29,Nashik,19.9993217,73.79001880000001
"Gandhi Shilp Bazar National, States, District",GSB (District) at Katra,21/11/2025 to 27/11/2025,2025-08-31 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NTE0,2025-08-31,23:45:00,2025-11-21,2025-11-27,Katra,32.99149620000001,74.93181729999999
"Gandhi Shilp Bazar National, States, District",GSB (District) at Navi Mumbai UH,07/11/2025 to 13/11/2025,2025-08-31 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NTcw,2025-08-31,23:45:00,2025-11-07,2025-11-13,Navi Mumbai UH,19.0330488,73.0296625
"Gandhi Shilp Bazar National, States, District",GSB (District) at Indore UH,23/11/2025 to 29/11/2025,2025-08-31 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NTE2,2025-08-31,23:45:00,2025-11-23,2025-11-29,Indore UH,22.7195687,75.8577258
"Gandhi Shilp Bazar National, States, District",GSB (District) at Konark UH,21/11/2025 to 27/11/2025,2025-08-30 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NTQ4,2025-08-30,23:45:00,2025-11-21,2025-11-27,Konark UH,19.8920686,86.091184
"Gandhi Shilp Bazar National, States, District",GSB (District) at Ajmer UH,12/11/2025 to 18/11/2025,2025-08-25 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NTA4,2025-08-25,23:45:00,2025-11-12,2025-11-18,Ajmer UH,26.4498954,74.6399163
"Gandhi Shilp Bazar National, States, District",GSB (State) at Karnal,14/11/2025 to 23/11/2025,2025-08-25 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NTI2,2025-08-25,23:45:00,2025-11-14,2025-11-23,Karnal,29.6856929,76.9904825
"Gandhi Shilp Bazar National, States, District",GSB (District) at Gorakhpur,15/11/2025 to 21/11/2025,2025-08-25 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NTEw,2025-08-25,23:45:00,2025-11-15,2025-11-21,Gorakhpur,26.7605545,83.3731675
"Gandhi Shilp Bazar National, States, District",GSB (District) at Jhansi UH,15/11/2025 to 21/11/2025,2025-08-25 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NTEx,2025-08-25,23:45:00,2025-11-15,2025-11-21,Jhansi UH,25.4487699,78.5697526
"Gandhi Shilp Bazar National, States, District",GSB (District) at Ajmer UH,12/11/2025 to 18/11/2025,2025-08-25 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NTA4,2025-08-25,23:45:00,2025-11-12,2025-11-18,Ajmer UH,26.4498954,74.6399163
"Gandhi Shilp Bazar National, States, District",GSB (District) at Janpath,17/11/2025 to 23/11/2025,2025-08-25 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NTUw,2025-08-25,23:45:00,2025-11-17,2025-11-23,Janpath,28.6278172,77.2189594
"Gandhi Shilp Bazar National, States, District",GSB (District) at Ahmedabad UH,12/11/2025 to 18/11/2025,2025-08-25 11:45:00,https://indian.handicrafts.gov.in/en/events/view/NTY4,2025-08-25,11:45:00,2025-11-12,2025-11-18,Ahmedabad UH,23.022505,72.5713621
Dilli Haat,Master Creations 1 - NMC & State Awardee,16/10/2025 to 31/10/2025,2025-08-20 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NTY2,2025-08-20,23:45:00,2025-10-16,2025-10-31,Delhi,28.7040592,77.10249019999999
"Gandhi Shilp Bazar National, States, District",GSB (State) at Srinagar,01/10/2025 to 10/10/2025,2025-08-20 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NDMx,2025-08-20,23:45:00,2025-10-01,2025-10-10,Srinagar,34.0836708,74.7972825
"Gandhi Shilp Bazar National, States, District",GSB (District) at Mandi,03/11/2025 to 09/11/2025,2025-08-20 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NTAx,2025-08-20,23:45:00,2025-11-03,2025-11-09,Mandi,31.7087153,76.9320104
"Gandhi Shilp Bazar National, States, District",GSB (District) at Bhopal UH,05/11/2025 to 11/11/2025,2025-08-20 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NTA0,2025-08-20,23:45:00,2025-11-05,2025-11-11,Bhopal UH,23.2599333,77.412615
"Gandhi Shilp Bazar National, States, District",GSB (District) at Kakinada UH,03/11/2025 to 09/11/2025,2025-08-20 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NTAz,2025-08-20,23:45:00,2025-11-03,2025-11-09,Kakinada UH,16.9890648,82.2474648
"Gandhi Shilp Bazar National, States, District",GSB (District) at Cherapunji,01/11/2025 to 07/11/2025,2025-08-20 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NDk5,2025-08-20,23:45:00,2025-11-01,2025-11-07,Cherapunji,25.2702095,91.7322884
"Gandhi Shilp Bazar National, States, District",GSB (District) at Bhuj UH,01/11/2025 to 07/11/2025,2025-08-20 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NTAw,2025-08-20,23:45:00,2025-11-01,2025-11-07,Bhuj UH,23.2419997,69.6669324
"Gandhi Shilp Bazar National, States, District",GSB (National) at Varanasi,01/11/2025 to 10/11/2025,2025-08-20 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NDk3,2025-08-20,23:45:00,2025-11-01,2025-11-10,Varanasi,25.3176452,82.9739144
"Gandhi Shilp Bazar National, States, District",GSB (State) at Kanpur,01/11/2025 to 10/11/2025,2025-08-20 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NDk2,2025-08-20,23:45:00,2025-11-01,2025-11-10,Kanpur,26.449923,80.3318736
"Gandhi Shilp Bazar National, States, District",GSB (District) at Tirupati UH,03/11/2025 to 09/11/2025,2025-08-20 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NTAy,2025-08-20,23:45:00,2025-11-03,2025-11-09,Tirupati UH,13.6287557,79.4191795
"Gandhi Shilp Bazar National, States, District",GSB (National) at Ahmedabad,12/09/2025 to 21/09/2025,2025-08-20 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NTc1,2025-08-20,23:45:00,2025-09-12,2025-09-21,Ahmedabad,23.022505,72.5713621
"Gandhi Shilp Bazar National, States, District",GSB (District) at Bhubaneshwar UH,01/11/2025 to 07/11/2025,2025-08-20 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NDk4,2025-08-20,23:45:00,2025-11-01,2025-11-07,Bhubaneshwar UH,20.2959847,85.8246101
"Gandhi Shilp Bazar National, States, District",GSB (State) at Prayagraj,08/11/2025 to 17/11/2025,2025-08-20 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NTA2,2025-08-20,23:45:00,2025-11-08,2025-11-17,Prayagraj,25.468338,81.85460189999999
