Type of Event,Event Details,Event Date,Apply Closing Date,Link,Closing Date for Apply,Closing Time for Apply,Event Start Date,Event End Date,location,latitude,longitude
"Gandhi Shilp Bazar National, States, District",GSB(District)-Navi Mumbai UH,15/11/2024 to 21/11/2024,2024-10-15 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MzYx,2024-10-15,23:45:00,2024-11-15,2024-11-21,Navi Mumbai UH,19.0330488,73.0296625
"Gandhi Shilp Bazar National, States, District",GSB(District)-Imphal UH,12/11/2024 to 18/11/2024,2024-10-15 23:45:00,https://indian.handicrafts.gov.in/en/events/view/Mzcz,2024-10-15,23:45:00,2024-11-12,2024-11-18,Imphal UH,24.8107515,93.9386097
"Gandhi Shilp Bazar National, States, District",GSB(District)-Durgapur UH,19/11/2024 to 25/11/2024,2024-10-10 23:45:00,https://indian.handicrafts.gov.in/en/events/view/Mjk3,2024-10-10,23:45:00,2024-11-19,2024-11-25,Durgapur UH,23.5204443,87.3119227
"Gandhi Shilp Bazar National, States, District",GSB(State)-Nashik,08/11/2024 to 17/11/2024,2024-10-10 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MzUw,2024-10-10,23:45:00,2024-11-08,2024-11-17,Nashik,19.9993217,73.79001880000001
"Gandhi Shilp Bazar National, States, District",GSB(District)-Bhopal UH,11/11/2024 to 17/11/2024,2024-10-10 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MzYw,2024-10-10,23:45:00,2024-11-11,2024-11-17,Bhopal UH,23.2599333,77.412615
"Gandhi Shilp Bazar National, States, District",GSB- Bhopal (STATE),21/10/2024 to 30/10/2024,2024-10-06 16:15:00,https://indian.handicrafts.gov.in/en/events/view/Mzg0,2024-10-06,16:15:00,2024-10-21,2024-10-30,Bhopal (STATE),23.2599333,77.412615
"Gandhi Shilp Bazar National, States, District",GSB(District)-Jodhpur UH,04/11/2024 to 10/11/2024,2024-10-05 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MzIy,2024-10-05,23:45:00,2024-11-04,2024-11-10,Jodhpur UH,26.2389469,73.02430939999999
"Gandhi Shilp Bazar National, States, District",GSB(National)-Varanasi,09/11/2024 to 18/11/2024,2024-10-05 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MzI4,2024-10-05,23:45:00,2024-11-09,2024-11-18,Varanasi,25.3176452,82.9739144
"Gandhi Shilp Bazar National, States, District",GSB(State)-Chandigarh,05/11/2024 to 14/11/2024,2024-10-05 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MzMw,2024-10-05,23:45:00,2024-11-05,2024-11-14,Chandigarh,30.7333148,76.7794179
"Gandhi Shilp Bazar National, States, District",GSB(District)-Kakinada UH,08/11/2024 to 14/11/2024,2024-10-05 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MzMz,2024-10-05,23:45:00,2024-11-08,2024-11-14,Kakinada UH,16.9890648,82.2474648
"Gandhi Shilp Bazar National, States, District",GSB(District)-Agartala UH,01/11/2024 to 07/11/2024,2024-09-30 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MzA1,2024-09-30,23:45:00,2024-11-01,2024-11-07,Agartala UH,23.831457,91.2867777
"Gandhi Shilp Bazar National, States, District",GSB(District)-Mamallapuram UH,04/11/2024 to 10/11/2024,2024-09-30 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MzA5,2024-09-30,23:45:00,2024-11-04,2024-11-10,Mamallapuram UH,12.6207821,80.1944915
"Gandhi Shilp Bazar National, States, District",GSB(State)-Thiruvanathapuram (Trivandrum),28/10/2024 to 06/11/2024,2024-09-30 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MzU4,2024-09-30,23:45:00,2024-10-28,2024-11-06,Thiruvanathapuram (Trivandrum),8.5241391,76.9366376
Dilli Haat,Dilli Haat (SAMARTH Training artisans),01/11/2024 to 15/11/2024,2024-09-29 17:00:00,https://indian.handicrafts.gov.in/en/events/view/MjY0,2024-09-29,17:00:00,2024-11-01,2024-11-15,Delhi,28.7040592,77.10249019999999
"Gandhi Shilp Bazar National, States, District",GSB(District)-Hazaribagh UH,21/10/2024 to 27/10/2024,2024-09-20 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MzE5,2024-09-20,23:45:00,2024-10-21,2024-10-27,Hazaribagh UH,23.9924669,85.3636758
"Gandhi Shilp Bazar National, States, District",GSB(State)-Ujjain,18/10/2024 to 27/10/2024,2024-09-20 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MzQ0,2024-09-20,23:45:00,2024-10-18,2024-10-27,Ujjain,23.1764665,75.7885163
"Gandhi Shilp Bazar National, States, District",GSB(District0-Raipur UH,20/10/2024 to 26/10/2024,2024-09-20 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MzQ1,2024-09-20,23:45:00,2024-10-20,2024-10-26,Raipur UH,21.2513844,81.62964130000002
"Gandhi Shilp Bazar National, States, District",GSB(District)-Mathura,23/10/2024 to 29/10/2024,2024-09-20 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MzU0,2024-09-20,23:45:00,2024-10-23,2024-10-29,Mathura,27.4924134,77.673673
"Gandhi Shilp Bazar National, States, District",GSB(State)-Nagpur,18/10/2024 to 27/10/2024,2024-09-20 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MzU5,2024-09-20,23:45:00,2024-10-18,2024-10-27,Nagpur,21.1458004,79.0881546
"Gandhi Shilp Bazar National, States, District","Gandhi Shilp Bazaar (A Handicrafts Expo)  at Silchar, Assam",27/09/2024 to 06/10/2024,2024-09-19 13:00:00,https://indian.handicrafts.gov.in/en/events/view/Mzc0,2024-09-19,13:00:00,2024-09-27,2024-10-06,"Silchar, Assam",24.8332708,92.7789054
"Gandhi Shilp Bazar National, States, District",GSB(District)-Shantiniketan UH,22/10/2024 to 28/10/2024,2024-09-15 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MzAw,2024-09-15,23:45:00,2024-10-22,2024-10-28,Shantiniketan UH,23.6776471,87.6852323
"Gandhi Shilp Bazar National, States, District",GSB(District)-Darbhanga,18/10/2024 to 24/10/2024,2024-09-15 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MzE3,2024-09-15,23:45:00,2024-10-18,2024-10-24,Darbhanga,26.1542045,85.8918454
"Gandhi Shilp Bazar National, States, District",GSB(District)-Kolkata UH,18/10/2024 to 24/10/2024,2024-09-15 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MzE4,2024-09-15,23:45:00,2024-10-18,2024-10-24,Kolkata UH,22.5743545,88.3628734
"Gandhi Shilp Bazar National, States, District",GSB(District)-Jagdalpur,15/10/2024 to 21/10/2024,2024-09-15 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MzQy,2024-09-15,23:45:00,2024-10-15,2024-10-21,Jagdalpur,19.0861377,82.0188426
"Gandhi Shilp Bazar National, States, District",GSB(State)-Indore,18/10/2024 to 27/10/2024,2024-09-15 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MzQz,2024-09-15,23:45:00,2024-10-18,2024-10-27,Indore,22.7195687,75.8577258
"Gandhi Shilp Bazar National, States, District",GSB(National)-Ahmedabad,15/10/2024 to 24/10/2024,2024-09-15 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MzQ5,2024-09-15,23:45:00,2024-10-15,2024-10-24,Ahmedabad,23.022505,72.5713621
"Gandhi Shilp Bazar National, States, District",GSB(District)-Dimapur UH,21/10/2024 to 27/10/2024,2024-09-15 12:45:00,https://indian.handicrafts.gov.in/en/events/view/MzA0,2024-09-15,12:45:00,2024-10-21,2024-10-27,Dimapur UH,25.9091406,93.72656049999999
"Gandhi Shilp Bazar National, States, District",GSB(District)-Mandi,01/10/2024 to 07/10/2024,2024-09-10 23:45:00,https://indian.handicrafts.gov.in/en/events/view/Mjg0,2024-09-10,23:45:00,2024-10-01,2024-10-07,Mandi,31.7087153,76.9320104
"Gandhi Shilp Bazar National, States, District",GSB(District)-Karnal UH,01/10/2024 to 07/10/2024,2024-09-08 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MzUz,2024-09-08,23:45:00,2024-10-01,2024-10-07,Karnal UH,29.6856929,76.9904825
"Gandhi Shilp Bazar National, States, District",GSB(District)-Jammu UH,11/10/2024 to 17/10/2024,2024-09-05 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MzAy,2024-09-05,23:45:00,2024-10-11,2024-10-17,Jammu UH,32.7266016,74.8570259
"Gandhi Shilp Bazar National, States, District",GSB(District)-Guntur UH,09/10/2024 to 15/10/2024,2024-09-05 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MzA4,2024-09-05,23:45:00,2024-10-09,2024-10-15,Guntur UH,16.3066525,80.4365402
"Gandhi Shilp Bazar National, States, District",GSB(State)-Ludhiana,06/10/2024 to 15/10/2024,2024-09-05 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MzIw,2024-09-05,23:45:00,2024-10-06,2024-10-15,Ludhiana,30.900965,75.8572758
"Gandhi Shilp Bazar National, States, District",GSB(District)-Jaipur UH,06/10/2024 to 12/10/2024,2024-09-05 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MzIx,2024-09-05,23:45:00,2024-10-06,2024-10-12,Jaipur UH,26.9124336,75.7872709
"Gandhi Shilp Bazar National, States, District",GSB(State)-Jabalpur,04/10/2024 to 13/10/2024,2024-09-05 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MzQ3,2024-09-05,23:45:00,2024-10-04,2024-10-13,Jabalpur,23.1685786,79.9338798
"Gandhi Shilp Bazar National, States, District",GSB(State)-Pune,04/10/2024 to 13/10/2024,2024-09-05 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MzQ4,2024-09-05,23:45:00,2024-10-04,2024-10-13,Pune,18.5246091,73.8786239
"Gandhi Shilp Bazar National, States, District",GSB (District) at Muzaffarpur,28/09/2024 to 04/10/2024,2024-08-31 23:45:00,https://indian.handicrafts.gov.in/en/events/view/Mjcw,2024-08-31,23:45:00,2024-09-28,2024-10-04,Muzaffarpur,26.1196607,85.390982
"Gandhi Shilp Bazar National, States, District",GSB(District)-Agartala UH,01/10/2024 to 07/10/2024,2024-08-31 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MzAz,2024-08-31,23:45:00,2024-10-01,2024-10-07,Agartala UH,23.831457,91.2867777
"Gandhi Shilp Bazar National, States, District",GSB(State)-Kanpur,01/10/2024 to 10/10/2024,2024-08-31 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MzEw,2024-08-31,23:45:00,2024-10-01,2024-10-10,Kanpur,26.449923,80.3318736
"Gandhi Shilp Bazar National, States, District",GSB(District)-Kolkata UH,01/10/2024 to 07/10/2024,2024-08-31 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MzEy,2024-08-31,23:45:00,2024-10-01,2024-10-07,Kolkata UH,22.5743545,88.3628734
"Gandhi Shilp Bazar National, States, District",GSB(District)-Deoghar,02/10/2024 to 08/10/2024,2024-08-31 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MzE1,2024-08-31,23:45:00,2024-10-02,2024-10-08,Deoghar,24.485179,86.694785
"Gandhi Shilp Bazar National, States, District",GSB(State)-cuttack,04/10/2024 to 13/10/2024,2024-08-31 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MzE2,2024-08-31,23:45:00,2024-10-04,2024-10-13,cuttack,20.462521,85.8829895
"Gandhi Shilp Bazar National, States, District",GSB(District)-Navi Mumbai UH,27/09/2024 to 03/10/2024,2024-08-30 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MzQ2,2024-08-30,23:45:00,2024-09-27,2024-10-03,Navi Mumbai UH,19.0330488,73.0296625
Dilli Haat,Dilli Haat (Master Creation-1),16/10/2024 to 31/10/2024,2024-08-29 16:45:00,https://indian.handicrafts.gov.in/en/events/view/MjYz,2024-08-29,16:45:00,2024-10-16,2024-10-31,Delhi,28.7040592,77.10249019999999
"Gandhi Shilp Bazar National, States, District",GSB(State)-Itanagar,22/09/2024 to 01/10/2024,2024-08-25 23:45:00,https://indian.handicrafts.gov.in/en/events/view/Mjkx,2024-08-25,23:45:00,2024-09-22,2024-10-01,Itanagar,27.0843682,93.6053163
"Gandhi Shilp Bazar National, States, District",GSB(District)-Rajkot,26/09/2024 to 02/10/2024,2024-08-25 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MzE0,2024-08-25,23:45:00,2024-09-26,2024-10-02,Rajkot,22.3038945,70.80215989999999
"Gandhi Shilp Bazar National, States, District",GSB(District)-Tirupati UH,27/09/2024 to 03/10/2024,2024-08-25 11:30:00,https://indian.handicrafts.gov.in/en/events/view/MzA3,2024-08-25,11:30:00,2024-09-27,2024-10-03,Tirupati UH,13.6287557,79.4191795
"Gandhi Shilp Bazar National, States, District",GSB(District)-Mysuru UH,20/09/2024 to 26/09/2024,2024-08-20 23:45:00,https://indian.handicrafts.gov.in/en/events/view/Mjc5,2024-08-20,23:45:00,2024-09-20,2024-09-26,Mysuru UH,12.2958104,76.6393805
"Gandhi Shilp Bazar National, States, District",GSB(District)-Aurangabad,22/09/2024 to 28/09/2024,2024-08-20 23:45:00,https://indian.handicrafts.gov.in/en/events/view/Mjgw,2024-08-20,23:45:00,2024-09-22,2024-09-28,Aurangabad,19.875754,75.3393195
"Gandhi Shilp Bazar National, States, District",GSB(State)-Prayagraj,17/09/2024 to 26/09/2024,2024-08-20 23:45:00,https://indian.handicrafts.gov.in/en/events/view/Mjg3,2024-08-20,23:45:00,2024-09-17,2024-09-26,Prayagraj,25.468338,81.85460189999999
"Gandhi Shilp Bazar National, States, District",GSB(District)-Howrah,23/09/2024 to 29/09/2024,2024-08-20 23:45:00,https://indian.handicrafts.gov.in/en/events/view/Mjk5,2024-08-20,23:45:00,2024-09-23,2024-09-29,Howrah,22.5818019,88.33621749999999
"Gandhi Shilp Bazar National, States, District",GSB(State)-Vijaywada,20/09/2024 to 29/09/2024,2024-08-20 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MzQw,2024-08-20,23:45:00,2024-09-20,2024-09-29,Vijaywada,16.5061743,80.6480153
"Gandhi Shilp Bazar National, States, District",GSB(District)-Karnal UH,15/09/2024 to 21/09/2024,2024-08-15 23:45:00,https://indian.handicrafts.gov.in/en/events/view/Mjkz,2024-08-15,23:45:00,2024-09-15,2024-09-21,Karnal UH,29.6856929,76.9904825
"Gandhi Shilp Bazar National, States, District",GSB(District)-Gorakhpur,15/09/2024 to 21/09/2024,2024-08-15 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MzEx,2024-08-15,23:45:00,2024-09-15,2024-09-21,Gorakhpur,26.7605545,83.3731675
"Gandhi Shilp Bazar National, States, District",GSB(District)-Rajahmundry,30/08/2024 to 05/09/2024,2024-08-15 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MzM5,2024-08-15,23:45:00,2024-08-30,2024-09-05,Rajahmundry,17.0005383,81.8040345
"Gandhi Shilp Bazar National, States, District",GSB(District)-Dhanbad,10/09/2024 to 16/09/2024,2024-08-10 23:45:00,https://indian.handicrafts.gov.in/en/events/view/Mjc1,2024-08-10,23:45:00,2024-09-10,2024-09-16,Dhanbad,23.7956531,86.43038589999999
"Gandhi Shilp Bazar National, States, District",GSB(State)-Durgapur UH,13/09/2024 to 22/09/2024,2024-08-10 23:45:00,https://indian.handicrafts.gov.in/en/events/view/Mjg5,2024-08-10,23:45:00,2024-09-13,2024-09-22,Durgapur UH,23.5204443,87.3119227
"Gandhi Shilp Bazar National, States, District",GSB(State)-Surat,13/09/2024 to 22/09/2024,2024-08-10 23:45:00,https://indian.handicrafts.gov.in/en/events/view/Mjkw,2024-08-10,23:45:00,2024-09-13,2024-09-22,Surat,21.1702401,72.83106070000001
"Gandhi Shilp Bazar National, States, District",GSB(District)-Indore UH,13/09/2024 to 19/09/2024,2024-08-05 23:45:00,https://indian.handicrafts.gov.in/en/events/view/Mjgz,2024-08-05,23:45:00,2024-09-13,2024-09-19,Indore UH,22.7195687,75.8577258
"Gandhi Shilp Bazar National, States, District",GSB(District)-Jhansi UH,14/09/2024 to 20/09/2024,2024-08-05 23:45:00,https://indian.handicrafts.gov.in/en/events/view/Mjg1,2024-08-05,23:45:00,2024-09-14,2024-09-20,Jhansi UH,25.4487699,78.5697526
"Gandhi Shilp Bazar National, States, District",GSB(State)-Shimla,08/09/2024 to 17/09/2024,2024-08-05 23:45:00,https://indian.handicrafts.gov.in/en/events/view/Mjg4,2024-08-05,23:45:00,2024-09-08,2024-09-17,Shimla,31.104963,77.1639874
"Gandhi Shilp Bazar National, States, District",GSB(District)-Agra UH,05/09/2024 to 11/09/2024,2024-08-05 23:45:00,https://indian.handicrafts.gov.in/en/events/view/Mjky,2024-08-05,23:45:00,2024-09-05,2024-09-11,Agra UH,27.1766701,78.00807449999999
Dilli Haat,Dilli Haat (Sustainable Crafts),01/09/2024 to 15/09/2024,2024-07-30 16:45:00,https://indian.handicrafts.gov.in/en/events/view/MjYy,2024-07-30,16:45:00,2024-09-01,2024-09-15,Delhi,28.7040592,77.10249019999999
"Gandhi Shilp Bazar National, States, District",GSB(District)-Jodhpur UH,02/08/2024 to 08/08/2024,2024-07-28 23:45:00,https://indian.handicrafts.gov.in/en/events/view/Mjk0,2024-07-28,23:45:00,2024-08-02,2024-08-08,Jodhpur UH,26.2389469,73.02430939999999
"Gandhi Shilp Bazar National, States, District",GSB(District)-Mangaluru UH,16/09/2024 to 22/09/2024,2024-07-20 23:45:00,https://indian.handicrafts.gov.in/en/events/view/Mjc4,2024-07-20,23:45:00,2024-09-16,2024-09-22,Mangaluru UH,12.8854777,74.8388112
"Gandhi Shilp Bazar National, States, District",GSB (District)- Bhopal,11/09/2024 to 17/09/2024,2024-07-15 23:45:00,https://indian.handicrafts.gov.in/en/events/view/Mjc2,2024-07-15,23:45:00,2024-09-11,2024-09-17,Bhopal,23.2599333,77.412615
"Gandhi Shilp Bazar National, States, District",GSB(State)-Srinagar,01/08/2024 to 10/08/2024,2024-07-15 23:45:00,https://indian.handicrafts.gov.in/en/events/view/Mjg2,2024-07-15,23:45:00,2024-08-01,2024-08-10,Srinagar,34.0836708,74.7972825
"Gandhi Shilp Bazar National, States, District",GSB(District) at Hazaribagh UH,07/08/2024 to 13/08/2024,2024-06-30 23:45:00,https://indian.handicrafts.gov.in/en/events/view/Mjc0,2024-06-30,23:45:00,2024-08-07,2024-08-13,Hazaribagh UH,23.9924669,85.3636758
Dilli Haat,Dilli Haat (Handloom Day),01/08/2024 to 15/08/2024,2024-06-30 16:30:00,https://indian.handicrafts.gov.in/en/events/view/MjYw,2024-06-30,16:30:00,2024-08-01,2024-08-15,Delhi,28.7040592,77.10249019999999
Dilli Haat,Dilli Haat (Shilp Didi),16/08/2024 to 31/08/2024,2024-06-30 16:30:00,https://indian.handicrafts.gov.in/en/events/view/MjYx,2024-06-30,16:30:00,2024-08-16,2024-08-31,Delhi,28.7040592,77.10249019999999
"Gandhi Shilp Bazar National, States, District",GSB(District) at Salem,06/08/2024 to 12/08/2024,2024-06-28 23:45:00,https://indian.handicrafts.gov.in/en/events/view/Mjcz,2024-06-28,23:45:00,2024-08-06,2024-08-12,Salem,42.5197473,-70.8954626
"Gandhi Shilp Bazar National, States, District",GSB(District) at Mysuru,02/08/2024 to 08/08/2024,2024-06-27 23:45:00,https://indian.handicrafts.gov.in/en/events/view/Mjcy,2024-06-27,23:45:00,2024-08-02,2024-08-08,Mysuru,12.2958104,76.6393805
"Gandhi Shilp Bazar National, States, District",GSB (District) at Dimapur UH,01/08/2024 to 07/08/2024,2024-06-25 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MjY4,2024-06-25,23:45:00,2024-08-01,2024-08-07,Dimapur UH,25.9091406,93.72656049999999
"Gandhi Shilp Bazar National, States, District",GSB(District) at Leh,01/08/2024 to 07/08/2024,2024-06-25 23:45:00,https://indian.handicrafts.gov.in/en/events/view/Mjcx,2024-06-25,23:45:00,2024-08-01,2024-08-07,Leh,34.1525864,77.57705349999999
"Gandhi Shilp Bazar National, States, District",GSB(District)-Rampur UH,01/07/2024 to 07/07/2024,2024-06-23 23:45:00,https://indian.handicrafts.gov.in/en/events/view/Mjgx,2024-06-23,23:45:00,2024-07-01,2024-07-07,Rampur UH,28.798299,79.02202869999999
"Gandhi Shilp Bazar National, States, District",GSB (District) at Jorhat,01/07/2024 to 07/07/2024,2024-06-16 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MjY3,2024-06-16,23:45:00,2024-07-01,2024-07-07,Jorhat,26.7509207,94.2036696
"Gandhi Shilp Bazar National, States, District",GSB (District) at Cherapunjee,01/07/2024 to 07/07/2024,2024-06-16 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MjY5,2024-06-16,23:45:00,2024-07-01,2024-07-07,Cherapunjee,25.2702095,91.7322884
Dilli Haat,Dilli Haat (Start Ups),01/07/2024 to 15/07/2024,2024-05-30 16:15:00,https://indian.handicrafts.gov.in/en/events/view/MjU5,2024-05-30,16:15:00,2024-07-01,2024-07-15,Delhi,28.7040592,77.10249019999999
Dilli Haat,Dilli Haat (GI Craft),01/06/2024 to 15/06/2024,2024-05-20 15:30:00,https://indian.handicrafts.gov.in/en/events/view/MjU3,2024-05-20,15:30:00,2024-06-01,2024-06-15,Delhi,28.7040592,77.10249019999999
Dilli Haat,Dilli Haat (ST artisans),16/06/2024 to 30/06/2024,2024-05-20 13:00:00,https://indian.handicrafts.gov.in/en/events/view/MjU4,2024-05-20,13:00:00,2024-06-16,2024-06-30,Delhi,28.7040592,77.10249019999999
Dilli Haat,Dilli Haat,16/05/2024 to 31/05/2024,2024-05-08 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MjU2,2024-05-08,23:45:00,2024-05-16,2024-05-31,Delhi,28.7040592,77.10249019999999
Dilli Haat,Dilli Haat,01/05/2024 to 15/05/2024,2024-03-31 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MjU1,2024-03-31,23:45:00,2024-05-01,2024-05-15,Delhi,28.7040592,77.10249019999999
Dilli Haat,Dilli Haat,16/04/2024 to 30/04/2024,2024-03-03 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MjQ3,2024-03-03,23:45:00,2024-04-16,2024-04-30,Delhi,28.7040592,77.10249019999999
Dilli Haat,Dilli Haat,01/04/2024 to 15/04/2024,2024-02-29 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MjQ2,2024-02-29,23:45:00,2024-04-01,2024-04-15,Delhi,28.7040592,77.10249019999999
Dilli Haat,Dilli Haat,01/03/2024 to 15/03/2024,2024-02-14 17:00:00,https://indian.handicrafts.gov.in/en/events/view/MjQy,2024-02-14,17:00:00,2024-03-01,2024-03-15,Delhi,28.7040592,77.10249019999999
Dilli Haat,Dilli Haat,16/02/2024 to 29/02/2024,2024-01-14 23:45:00,https://indian.handicrafts.gov.in/en/events/view/MjI3,2024-01-14,23:45:00,2024-02-16,2024-02-29,Delhi,28.7040592,77.10249019999999
